,_id,similarity_scores
893,893,"[(893, 0.9999999), (527, 0.80501163), (990, 0.79572296), (890, 0.78131056), (569, 0.7737877), (809, 0.7723824), (753, 0.7697066), (979, 0.7662881), (931, 0.76020706), (308, 0.75411606)]"
894,894,"[(894, 0.9999999), (144, 0.76912546), (373, 0.760463), (614, 0.7482981), (279, 0.7095581), (974, 0.69835824), (331, 0.6735029), (340, 0.6715747), (1, 0.6712475), (468, 0.65768427)]"
895,895,"[(895, 0.9999999), (800, 0.83204544), (462, 0.82605314), (983, 0.82201946), (791, 0.81854), (305, 0.8171173), (710, 0.80894053), (848, 0.8073884), (494, 0.80514884), (307, 0.799224)]"
896,896,"[(896, 1.0), (926, 0.80197084), (689, 0.79835886), (739, 0.7919399), (659, 0.7794806), (691, 0.77943444), (201, 0.77588755), (144, 0.77571744), (543, 0.7685568), (404, 0.76840013)]"
897,897,"[(897, 1.0), (563, 0.82625973), (759, 0.8229364), (293, 0.8140742), (521, 0.81395376), (936, 0.80751866), (285, 0.7979929), (620, 0.79540414), (132, 0.790142), (429, 0.7891109)]"
898,898,"[(898, 1.0000001), (393, 0.81759304), (410, 0.79093784), (44, 0.7762956), (488, 0.7688192), (749, 0.76612514), (426, 0.7541526), (493, 0.749546), (746, 0.73568976), (510, 0.73482823)]"
899,899,"[(899, 0.99999976), (145, 0.78805673), (239, 0.75795555), (463, 0.7548958), (922, 0.74780166), (283, 0.7363932), (961, 0.7350079), (611, 0.7333071), (723, 0.73320484), (69, 0.72820944)]"
900,900,"[(900, 1.0000002), (963, 0.84768826), (853, 0.83693063), (308, 0.8266422), (983, 0.82283574), (6, 0.8218774), (768, 0.81655043), (932, 0.81210554), (665, 0.8093543), (680, 0.8068585)]"
901,901,"[(901, 1.0000002), (802, 0.81469285), (979, 0.76353383), (162, 0.7574812), (222, 0.7423517), (666, 0.74045867), (627, 0.7371274), (55, 0.72686684), (904, 0.72401136), (194, 0.7161424)]"
902,902,"[(902, 1.0), (425, 0.76064086), (200, 0.74389327), (741, 0.73345375), (594, 0.72584593), (576, 0.7187811), (995, 0.7169608), (891, 0.713173), (883, 0.71229345), (672, 0.70941687)]"
903,903,"[(903, 1.0), (472, 0.7596519), (674, 0.73796546), (810, 0.71492195), (61, 0.7113153), (793, 0.70950425), (88, 0.70266634), (770, 0.70136344), (501, 0.697006), (386, 0.69052947)]"
904,904,"[(904, 1.0000002), (194, 0.84435713), (663, 0.8413995), (55, 0.8229413), (177, 0.8061362), (607, 0.7946365), (768, 0.79451495), (362, 0.7916616), (243, 0.7800792), (308, 0.77866864)]"
905,905,"[(905, 1.0), (88, 0.6923156), (89, 0.6671123), (127, 0.6586397), (945, 0.6474247), (374, 0.6466619), (765, 0.64408803), (466, 0.64399016), (253, 0.6391885), (981, 0.6370437)]"
906,906,"[(906, 1.0000001), (166, 0.8733393), (255, 0.81862724), (718, 0.81859994), (401, 0.81128764), (843, 0.8107605), (674, 0.80823904), (642, 0.8081951), (210, 0.8050029), (455, 0.7997389)]"
907,907,"[(907, 1.0000001), (732, 0.7936604), (121, 0.79270506), (76, 0.75788677), (731, 0.75197744), (340, 0.751631), (391, 0.7337633), (143, 0.72031224), (359, 0.7174067), (818, 0.7166543)]"
908,908,"[(908, 1.0000001), (798, 0.7395005), (47, 0.70715106), (733, 0.69998634), (650, 0.6987428), (884, 0.6945433), (937, 0.6923748), (912, 0.68931544), (749, 0.6819879), (378, 0.67811525)]"
909,909,"[(909, 1.0000001), (418, 0.8466742), (960, 0.8309367), (113, 0.7870375), (345, 0.7856698), (307, 0.77489114), (17, 0.77001894), (680, 0.7694696), (958, 0.7685212), (952, 0.76656747)]"
910,910,"[(910, 1.0), (660, 0.67095566), (225, 0.65929973), (252, 0.64863497), (338, 0.6457504), (699, 0.64393336), (83, 0.6434399), (313, 0.64156353), (576, 0.6386419), (354, 0.63526237)]"
911,911,"[(911, 1.0), (119, 0.73778814), (401, 0.7362671), (758, 0.73571473), (906, 0.7353767), (394, 0.7350917), (804, 0.7341894), (332, 0.7310331), (255, 0.7301068), (497, 0.73002565)]"
912,912,"[(912, 1.0), (535, 0.7839713), (884, 0.7743934), (225, 0.7582177), (171, 0.7580653), (658, 0.75605875), (516, 0.75592583), (168, 0.7548055), (739, 0.7538891), (798, 0.75049955)]"
913,913,"[(913, 0.9999999), (636, 0.8200845), (65, 0.81524736), (408, 0.7493863), (947, 0.7449535), (572, 0.7406294), (266, 0.7365066), (197, 0.73525167), (501, 0.73243403), (960, 0.7317074)]"
914,914,"[(914, 0.9999999), (768, 0.82450616), (999, 0.79581386), (194, 0.78961563), (853, 0.7893007), (14, 0.78382033), (762, 0.7739052), (663, 0.77305555), (119, 0.76981854), (843, 0.76919067)]"
915,915,"[(915, 0.9999999), (896, 0.7478318), (724, 0.74091935), (225, 0.7397958), (788, 0.73946846), (926, 0.72691643), (883, 0.7196307), (231, 0.7163124), (532, 0.71443695), (689, 0.7140692)]"
916,916,"[(916, 1.0), (995, 0.770603), (209, 0.6912858), (933, 0.6855772), (117, 0.6626805), (467, 0.6424881), (229, 0.63700616), (750, 0.63051516), (972, 0.6293586), (425, 0.61671865)]"
917,917,"[(917, 0.99999994), (307, 0.72858924), (964, 0.7212343), (354, 0.71654034), (537, 0.71329606), (252, 0.7120734), (739, 0.70925736), (331, 0.7063037), (142, 0.7054312), (749, 0.70018315)]"
918,918,"[(918, 0.9999999), (607, 0.8496277), (239, 0.8094636), (601, 0.7975928), (189, 0.7960119), (42, 0.79540515), (132, 0.79179776), (123, 0.7868392), (897, 0.78095436), (504, 0.7802912)]"
919,919,"[(919, 0.9999999), (650, 0.74399), (733, 0.7169033), (698, 0.707523), (32, 0.69425094), (598, 0.6938197), (284, 0.693209), (531, 0.68968713), (798, 0.6847918), (988, 0.6843463)]"
920,920,"[(920, 0.99999994), (578, 0.78489405), (781, 0.77321637), (947, 0.77013856), (681, 0.7661791), (168, 0.7661568), (307, 0.7471088), (417, 0.74491435), (230, 0.73949754), (70, 0.7248326)]"
921,921,"[(921, 1.0), (953, 0.8351335), (164, 0.8347545), (768, 0.81949806), (335, 0.81882906), (666, 0.8106171), (165, 0.8059842), (474, 0.80578965), (368, 0.7988577), (809, 0.79785585)]"
922,922,"[(922, 1.0000002), (239, 0.80037636), (222, 0.7997415), (196, 0.782961), (607, 0.78169274), (515, 0.76417506), (123, 0.76156557), (700, 0.7569454), (103, 0.7545923), (283, 0.74901867)]"
923,923,"[(923, 1.0000001), (447, 0.77732974), (433, 0.77406096), (504, 0.7675072), (640, 0.7673122), (386, 0.76049435), (897, 0.7530243), (293, 0.7487978), (285, 0.74409163), (190, 0.74231803)]"
924,924,"[(924, 1.0000001), (894, 0.6217964), (397, 0.5923636), (831, 0.58959424), (124, 0.57925856), (373, 0.5753522), (134, 0.5744784), (507, 0.5666051), (685, 0.56378293), (411, 0.5550642)]"
925,925,"[(925, 1.0000004), (565, 0.7824836), (190, 0.7653055), (481, 0.7347937), (697, 0.7262789), (414, 0.72476065), (567, 0.7237484), (36, 0.70739156), (420, 0.69818103), (310, 0.6899204)]"
926,926,"[(926, 1.0000002), (964, 0.8456688), (391, 0.8349935), (201, 0.8211955), (726, 0.8204869), (880, 0.8054261), (896, 0.80197084), (659, 0.8015306), (436, 0.8011408), (791, 0.7970222)]"
927,927,"[(927, 1.0000002), (506, 0.8235421), (947, 0.79217863), (942, 0.73561454), (920, 0.7186228), (333, 0.7171366), (417, 0.7074774), (47, 0.703779), (406, 0.69579864), (65, 0.694622)]"
928,928,"[(928, 1.0000001), (795, 0.69677806), (324, 0.6445625), (684, 0.6270314), (140, 0.61700046), (49, 0.61697394), (941, 0.61564076), (16, 0.6148591), (39, 0.61349905), (372, 0.6123252)]"
929,929,"[(929, 1.0), (533, 0.80629176), (98, 0.78304243), (874, 0.7824569), (528, 0.7746892), (712, 0.760278), (706, 0.7540573), (562, 0.74803597), (588, 0.74215215), (526, 0.73640144)]"
930,930,"[(930, 1.0), (762, 0.8321395), (308, 0.8175675), (510, 0.8098541), (746, 0.79561365), (410, 0.7922876), (348, 0.79175276), (767, 0.7873846), (405, 0.7871562), (663, 0.7862362)]"
931,931,"[(931, 1.0), (768, 0.855722), (362, 0.84523076), (853, 0.83694386), (55, 0.8340215), (999, 0.82273126), (474, 0.821515), (233, 0.81628025), (96, 0.8145958), (335, 0.8110132)]"
932,932,"[(932, 1.0), (958, 0.8129295), (900, 0.81210554), (960, 0.81090087), (556, 0.8073313), (81, 0.8069412), (14, 0.79900944), (980, 0.79253775), (678, 0.7850497), (405, 0.78163004)]"
933,933,"[(933, 0.99999994), (572, 0.7523491), (9, 0.74299186), (117, 0.73495686), (972, 0.7277618), (126, 0.72716683), (307, 0.72406965), (826, 0.71680146), (800, 0.71672225), (995, 0.7161085)]"
934,934,"[(934, 0.99999994), (14, 0.816597), (366, 0.7846582), (749, 0.7810906), (405, 0.77961385), (382, 0.7785959), (834, 0.76970625), (722, 0.7624396), (488, 0.75214994), (33, 0.751886)]"
935,935,"[(935, 1.0000001), (487, 0.7665925), (166, 0.7294867), (870, 0.7263746), (88, 0.72546935), (687, 0.7218088), (374, 0.72169304), (712, 0.7186096), (736, 0.71859527), (906, 0.71692795)]"
936,936,"[(936, 1.0000001), (897, 0.80751866), (220, 0.7852829), (553, 0.7734455), (521, 0.75848585), (615, 0.7431256), (640, 0.74117255), (285, 0.73865414), (821, 0.73853827), (956, 0.73755795)]"
937,937,"[(937, 1.0), (726, 0.8234596), (391, 0.7956693), (50, 0.77116394), (926, 0.7670976), (439, 0.76173216), (978, 0.7557458), (576, 0.7519978), (658, 0.7470016), (912, 0.7464362)]"
938,938,"[(938, 0.9999999), (866, 0.8297949), (656, 0.7913563), (759, 0.78402907), (841, 0.78390217), (293, 0.77911156), (497, 0.7748816), (210, 0.74972177), (647, 0.7444465), (285, 0.73499227)]"
939,939,"[(939, 0.99999964), (607, 0.8279165), (961, 0.8213702), (308, 0.8175676), (49, 0.8074001), (442, 0.80716574), (702, 0.80606127), (77, 0.80011076), (791, 0.7936581), (187, 0.78983134)]"
940,940,"[(940, 1.0), (135, 0.65877247), (576, 0.63799894), (397, 0.6253784), (981, 0.61595273), (151, 0.61128783), (26, 0.610922), (937, 0.6056795), (531, 0.6005842), (986, 0.6000782)]"
941,941,"[(941, 1.0), (844, 0.7784958), (68, 0.7753788), (71, 0.77131325), (53, 0.76851815), (163, 0.74454784), (368, 0.73724246), (604, 0.7284696), (215, 0.72456825), (622, 0.72369576)]"
942,942,"[(942, 0.9999999), (947, 0.74377596), (927, 0.73561454), (670, 0.72258246), (406, 0.71896493), (752, 0.7095777), (732, 0.7090647), (143, 0.70523095), (128, 0.7052052), (267, 0.7015723)]"
943,943,"[(943, 0.99999976), (561, 0.699731), (68, 0.69576925), (965, 0.6878962), (454, 0.6842103), (241, 0.6829913), (671, 0.6780179), (907, 0.675902), (269, 0.6755081), (340, 0.67028)]"
944,944,"[(944, 1.0000001), (762, 0.76422894), (444, 0.7617314), (960, 0.75639224), (856, 0.74435395), (93, 0.7436943), (510, 0.7419827), (963, 0.74111605), (462, 0.7391743), (449, 0.7328875)]"
945,945,"[(945, 0.9999999), (466, 0.6872331), (736, 0.6708301), (253, 0.6671215), (902, 0.6586238), (594, 0.6584797), (726, 0.65236264), (905, 0.6474247), (88, 0.64322996), (483, 0.6412983)]"
946,946,"[(946, 0.9999999), (596, 0.6954458), (699, 0.69311726), (128, 0.6725859), (912, 0.65478265), (598, 0.6529987), (626, 0.65168905), (721, 0.6421393), (711, 0.63914853), (794, 0.6381718)]"
947,947,"[(947, 0.99999994), (506, 0.84243226), (65, 0.79598534), (927, 0.79217863), (781, 0.7778588), (920, 0.77013856), (913, 0.7449535), (942, 0.74377596), (616, 0.72257555), (417, 0.7028053)]"
948,948,"[(948, 1.0000001), (707, 0.8400568), (293, 0.7844905), (200, 0.7622353), (158, 0.7542844), (759, 0.74876976), (752, 0.740892), (897, 0.7336585), (572, 0.7313421), (521, 0.7257958)]"
949,949,"[(949, 0.99999976), (604, 0.7115549), (893, 0.7062322), (622, 0.7048338), (569, 0.69433117), (108, 0.6896276), (606, 0.6881315), (941, 0.67157185), (337, 0.6697681), (861, 0.6679595)]"
950,950,"[(950, 1.0), (185, 0.74219835), (330, 0.65997994), (368, 0.65348196), (161, 0.64994216), (226, 0.63964444), (338, 0.6326687), (84, 0.6301688), (16, 0.6256393), (475, 0.6214474)]"
951,951,"[(951, 1.0000001), (665, 0.8074284), (791, 0.79534256), (177, 0.79494697), (27, 0.7917601), (663, 0.790771), (55, 0.78564787), (979, 0.78050923), (768, 0.7753654), (162, 0.77475625)]"
952,952,"[(952, 1.0000002), (663, 0.8212893), (437, 0.81646156), (177, 0.80172586), (622, 0.79716724), (96, 0.7951665), (680, 0.79501796), (431, 0.79224384), (791, 0.791311), (39, 0.788133)]"
953,953,"[(953, 1.0), (335, 0.8427757), (921, 0.8351335), (111, 0.82786834), (849, 0.821668), (569, 0.8185848), (165, 0.81802595), (718, 0.80957496), (560, 0.8083333), (809, 0.80663145)]"
954,954,"[(954, 1.0), (442, 0.6946037), (68, 0.6544966), (962, 0.65170085), (198, 0.6495791), (478, 0.64779437), (49, 0.647609), (632, 0.63419795), (285, 0.63079363), (829, 0.63043094)]"
955,955,"[(955, 1.0), (496, 0.72490233), (832, 0.66219157), (604, 0.6377232), (72, 0.6343713), (542, 0.62827134), (757, 0.6275954), (116, 0.6160553), (766, 0.615893), (346, 0.61116457)]"
956,956,"[(956, 1.0000001), (897, 0.758412), (640, 0.7436787), (42, 0.7398325), (821, 0.73980963), (936, 0.73755795), (265, 0.7373402), (712, 0.7355801), (430, 0.7267065), (132, 0.7233943)]"
957,957,"[(957, 0.9999999), (111, 0.80831444), (405, 0.7769158), (161, 0.7738441), (165, 0.7723439), (520, 0.7702645), (33, 0.7652329), (17, 0.7636981), (753, 0.75986254), (932, 0.7587515)]"
958,958,"[(958, 1.0), (960, 0.8473563), (932, 0.8129295), (980, 0.7959193), (428, 0.79266536), (450, 0.7883665), (73, 0.7865407), (895, 0.78240615), (307, 0.7765081), (81, 0.7760083)]"
959,959,"[(959, 0.99999994), (798, 0.76223147), (653, 0.7537782), (73, 0.7522554), (86, 0.71606266), (307, 0.71466976), (868, 0.7087643), (224, 0.70324606), (625, 0.69904834), (505, 0.69841474)]"
960,960,"[(960, 0.9999999), (958, 0.8473563), (909, 0.8309367), (53, 0.8228277), (636, 0.82254016), (113, 0.81545234), (197, 0.8125868), (308, 0.8115207), (932, 0.81090087), (680, 0.8066863)]"
961,961,"[(961, 1.0000001), (696, 0.85071844), (980, 0.8501774), (187, 0.84787637), (520, 0.8459607), (702, 0.8428628), (177, 0.8405513), (607, 0.83605695), (708, 0.8231671), (437, 0.8231599)]"
962,962,"[(962, 1.0000001), (841, 0.793278), (392, 0.7790196), (883, 0.7732899), (281, 0.7627465), (200, 0.7543631), (442, 0.7507028), (490, 0.74503964), (455, 0.7256459), (938, 0.72048)]"
963,963,"[(963, 0.99999994), (900, 0.84768826), (93, 0.84159654), (983, 0.84123695), (622, 0.82753986), (856, 0.8238345), (853, 0.8227387), (782, 0.8204949), (118, 0.81517196), (308, 0.8059631)]"
964,964,"[(964, 1.0000001), (926, 0.8456688), (232, 0.7898549), (659, 0.7874971), (833, 0.75558484), (201, 0.7555294), (61, 0.7470597), (391, 0.7459141), (348, 0.7458461), (295, 0.74419206)]"
965,965,"[(965, 1.0000001), (943, 0.6878962), (971, 0.68031853), (720, 0.66838646), (528, 0.62267065), (269, 0.61525905), (347, 0.61047196), (486, 0.6004373), (561, 0.5998559), (902, 0.5992325)]"
966,966,"[(966, 0.99999976), (745, 0.8139988), (623, 0.8073146), (329, 0.80411315), (75, 0.7692497), (66, 0.7459949), (114, 0.74391896), (275, 0.7411154), (286, 0.73107314), (270, 0.725181)]"
967,967,"[(967, 1.0000002), (588, 0.83506656), (422, 0.7937815), (567, 0.78928065), (50, 0.78526646), (455, 0.7841913), (442, 0.7799669), (447, 0.7766615), (812, 0.77256), (440, 0.7668772)]"
968,968,"[(968, 1.0000002), (800, 0.82029855), (33, 0.7982744), (364, 0.79308975), (4, 0.78688437), (841, 0.7866132), (272, 0.7844239), (653, 0.78212136), (662, 0.77842134), (859, 0.76882505)]"
969,969,"[(969, 0.9999999), (421, 0.74281365), (683, 0.74076676), (65, 0.689433), (47, 0.66797155), (141, 0.6601513), (333, 0.6570357), (803, 0.6566532), (829, 0.6544218), (408, 0.6528661)]"
970,970,"[(970, 0.9999999), (844, 0.8022311), (691, 0.78843814), (180, 0.78162074), (926, 0.76298034), (961, 0.7578968), (436, 0.7570634), (295, 0.75243497), (791, 0.75117767), (676, 0.74689674)]"
971,971,"[(971, 1.0), (23, 0.7198945), (170, 0.7177663), (633, 0.70433944), (672, 0.6904987), (965, 0.68031853), (429, 0.67959505), (720, 0.6743351), (829, 0.67238915), (528, 0.6692282)]"
972,972,"[(972, 1.0), (845, 0.7536217), (995, 0.7437297), (855, 0.73414457), (933, 0.7277618), (590, 0.72137713), (9, 0.7146323), (836, 0.7144236), (117, 0.70867836), (261, 0.7041273)]"
973,973,"[(973, 0.9999999), (395, 0.8230399), (73, 0.8083209), (978, 0.8026706), (363, 0.77889895), (141, 0.7746859), (633, 0.7690046), (994, 0.7563944), (439, 0.7319056), (200, 0.7258076)]"
974,974,"[(974, 1.0), (532, 0.77610296), (1, 0.7722475), (360, 0.7472681), (172, 0.7457309), (3, 0.7361406), (71, 0.73364484), (238, 0.7265544), (61, 0.72096795), (144, 0.71919394)]"
975,975,"[(975, 1.0000001), (253, 0.7940897), (706, 0.7221948), (240, 0.7169141), (736, 0.711322), (935, 0.7071674), (374, 0.69354725), (637, 0.6878856), (490, 0.6756301), (870, 0.67147636)]"
976,976,"[(976, 0.99999994), (219, 0.7638921), (892, 0.71014565), (756, 0.6952542), (640, 0.6865055), (401, 0.68150973), (567, 0.6705979), (513, 0.66994154), (761, 0.66339546), (881, 0.6582519)]"
977,977,"[(977, 0.9999998), (362, 0.82515407), (405, 0.8154039), (55, 0.8151903), (416, 0.8024266), (979, 0.8020177), (103, 0.79912317), (762, 0.791383), (999, 0.79092133), (125, 0.790799)]"
978,978,"[(978, 0.99999994), (973, 0.8026706), (798, 0.79117703), (726, 0.77237856), (395, 0.76346856), (439, 0.7591467), (937, 0.7557458), (73, 0.7520074), (658, 0.7502879), (225, 0.7487496)]"
979,979,"[(979, 0.99999994), (55, 0.84705037), (666, 0.8369483), (977, 0.8020177), (337, 0.79904234), (814, 0.7972005), (181, 0.79124206), (527, 0.7870265), (665, 0.786224), (308, 0.7852383)]"
980,980,"[(980, 1.0000001), (961, 0.8501774), (165, 0.8264314), (49, 0.82505727), (437, 0.8197896), (308, 0.81501395), (81, 0.81449044), (520, 0.80672073), (702, 0.80483174), (696, 0.80389136)]"
981,981,"[(981, 1.0000001), (689, 0.77868927), (883, 0.77332187), (576, 0.77309453), (528, 0.7727666), (724, 0.76322633), (721, 0.7618562), (513, 0.7549395), (200, 0.7527813), (829, 0.74803)]"
982,982,"[(982, 1.0), (659, 0.74056643), (424, 0.73111606), (50, 0.72527647), (436, 0.7230141), (457, 0.72285), (543, 0.72118115), (896, 0.72087836), (225, 0.71952385), (621, 0.71526444)]"
983,983,"[(983, 1.0000001), (181, 0.8651062), (768, 0.8622848), (963, 0.84123695), (900, 0.82283574), (718, 0.8224376), (895, 0.82201946), (999, 0.81998694), (853, 0.81652045), (622, 0.8144275)]"
984,984,"[(984, 0.99999994), (699, 0.7771852), (640, 0.7456373), (516, 0.7404053), (912, 0.73977697), (733, 0.7278869), (879, 0.7272292), (598, 0.7188477), (566, 0.7175194), (384, 0.7140979)]"
985,985,"[(985, 1.0), (418, 0.6578875), (279, 0.6510667), (771, 0.6487808), (889, 0.64668614), (718, 0.6445571), (243, 0.644505), (909, 0.63689643), (147, 0.6368716), (159, 0.63593376)]"
986,986,"[(986, 0.99999964), (499, 0.72651106), (557, 0.7052359), (151, 0.70118153), (330, 0.6925403), (828, 0.68622303), (516, 0.68585545), (211, 0.6675286), (475, 0.6586614), (380, 0.65771353)]"
987,987,"[(987, 1.0000001), (680, 0.76767915), (308, 0.7498203), (963, 0.74543214), (708, 0.74433076), (520, 0.7433963), (622, 0.74005497), (6, 0.7400466), (145, 0.73859966), (856, 0.73467517)]"
988,988,"[(988, 1.0000001), (207, 0.78074515), (623, 0.7584228), (329, 0.7566335), (486, 0.7329211), (286, 0.7202308), (495, 0.71775204), (654, 0.7171446), (389, 0.7162725), (493, 0.7142273)]"
989,989,"[(989, 0.99999994), (69, 0.84958863), (448, 0.84024465), (670, 0.83595127), (391, 0.8099562), (143, 0.8087691), (712, 0.8073474), (453, 0.8054919), (91, 0.79351354), (560, 0.79240614)]"
990,990,"[(990, 1.0), (405, 0.80031586), (893, 0.79572296), (548, 0.79552436), (308, 0.7902482), (691, 0.77669007), (782, 0.7764423), (510, 0.7750206), (564, 0.77034247), (569, 0.7659283)]"
991,991,"[(991, 1.0000002), (192, 0.770433), (856, 0.76311517), (843, 0.7518741), (999, 0.7472121), (320, 0.73630816), (681, 0.7339682), (12, 0.7333391), (338, 0.7289297), (28, 0.7271955)]"
992,992,"[(992, 1.0), (330, 0.69475216), (545, 0.6905331), (343, 0.6858953), (715, 0.67423135), (470, 0.6734688), (618, 0.6700522), (651, 0.66925406), (306, 0.6633295), (499, 0.66191626)]"
993,993,"[(993, 1.0), (961, 0.7158276), (295, 0.69518095), (189, 0.6929897), (615, 0.6733498), (171, 0.6568556), (515, 0.6457155), (989, 0.64493465), (844, 0.6418993), (696, 0.63975924)]"
994,994,"[(994, 1.0), (73, 0.77166927), (307, 0.7649131), (439, 0.7612016), (973, 0.7563944), (978, 0.7446492), (798, 0.7441719), (721, 0.7332698), (555, 0.73236847), (468, 0.728625)]"
995,995,"[(995, 0.99999994), (916, 0.770603), (117, 0.76375675), (701, 0.7580451), (425, 0.7497759), (972, 0.7437297), (574, 0.726055), (229, 0.72549355), (533, 0.7241042), (874, 0.72027266)]"
996,996,"[(996, 0.9999999), (709, 0.7512307), (635, 0.66331255), (896, 0.64400095), (774, 0.6366801), (231, 0.62502646), (773, 0.61606234), (691, 0.6085281), (865, 0.6000632), (269, 0.59154105)]"
997,997,"[(997, 0.9999999), (98, 0.8098959), (871, 0.79066527), (656, 0.78715026), (818, 0.7857648), (439, 0.7838575), (442, 0.77882606), (50, 0.76807284), (555, 0.7676542), (406, 0.76554835)]"
998,998,"[(998, 1.0), (873, 0.6701778), (445, 0.6624571), (604, 0.659531), (41, 0.65459), (241, 0.65422344), (511, 0.6502137), (285, 0.64368796), (390, 0.6410695), (179, 0.63956344)]"
